arrival_date,daily_demand,avg_price,month,day_of_week,is_weekend
2015-07-01,100,95.3683,7,2,0
2015-07-02,36,99.18861111111111,7,3,0
2015-07-03,37,99.52405405405405,7,4,0
2015-07-04,44,90.66909090909091,7,5,1
2015-07-05,37,107.96648648648647,7,6,1
2015-07-06,39,111.2648717948718,7,0,0
2015-07-07,27,116.89925925925927,7,1,0
2015-07-08,43,84.41186046511628,7,2,0
2015-07-09,29,99.88655172413793,7,3,0
2015-07-10,41,122.08975609756098,7,4,0
2015-07-11,61,108.09639344262295,7,5,1
2015-07-12,37,121.98324324324325,7,6,1
2015-07-13,39,122.28307692307692,7,0,0
2015-07-14,24,122.17,7,1,0
2015-07-15,49,98.67897959183675,7,2,0
2015-07-16,40,130.83025,7,3,0
2015-07-17,105,117.64219047619048,7,4,0
2015-07-18,74,107.79621621621622,7,5,1
2015-07-19,36,122.39083333333332,7,6,1
2015-07-20,51,133.24254901960785,7,0,0
2015-07-21,27,127.77851851851852,7,1,0
2015-07-22,41,101.50731707317074,7,2,0
2015-07-23,60,114.56883333333333,7,3,0
2015-07-24,44,153.93113636363637,7,4,0
2015-07-25,94,98.07351063829788,7,5,1
2015-07-26,30,139.32266666666666,7,6,1
2015-07-27,70,115.74828571428571,7,0,0
2015-07-28,24,121.68916666666667,7,1,0
2015-07-29,31,118.4558064516129,7,2,0
2015-07-30,38,130.40394736842106,7,3,0
2015-07-31,49,136.81510204081633,7,4,0
2015-08-01,57,142.939649122807,8,5,1
2015-08-02,40,145.15075,8,6,1
2015-08-03,65,129.02584615384615,8,0,0
2015-08-04,35,144.29885714285714,8,1,0
2015-08-05,82,89.76548780487805,8,2,0
2015-08-06,45,109.9931111111111,8,3,0
2015-08-07,74,106.92554054054054,8,4,0
2015-08-08,102,106.92725490196078,8,5,1
2015-08-09,67,135.4273134328358,8,6,1
2015-08-10,122,119.66704918032787,8,0,0
2015-08-11,81,114.53913580246913,8,1,0
2015-08-12,76,96.11197368421053,8,2,0
2015-08-13,50,136.56,8,3,0
2015-08-14,114,119.17517543859648,8,4,0
2015-08-15,100,117.9849,8,5,1
2015-08-16,73,137.19849315068493,8,6,1
2015-08-17,106,111.38915094339623,8,0,0
2015-08-18,68,122.07044117647058,8,1,0
2015-08-19,54,111.8837037037037,8,2,0
2015-08-20,55,122.05218181818182,8,3,0
2015-08-21,59,129.58271186440678,8,4,0
2015-08-22,79,129.65645569620253,8,5,1
2015-08-23,58,135.9296551724138,8,6,1
2015-08-24,81,112.21395061728396,8,0,0
2015-08-25,63,103.79238095238095,8,1,0
2015-08-26,64,96.6025,8,2,0
2015-08-27,36,115.89583333333333,8,3,0
2015-08-28,57,125.17649122807018,8,4,0
2015-08-29,89,111.4514606741573,8,5,1
2015-08-30,48,117.10770833333333,8,6,1
2015-08-31,76,94.58052631578947,8,0,0
2015-09-01,76,110.41736842105263,9,1,0
2015-09-02,71,87.59352112676056,9,2,0
2015-09-03,89,107.71123595505617,9,3,0
2015-09-04,148,100.4156081081081,9,4,0
2015-09-05,92,102.7916304347826,9,5,1
2015-09-06,123,91.69934959349594,9,6,1
2015-09-07,89,114.9396629213483,9,0,0
2015-09-08,68,106.22308823529411,9,1,0
2015-09-09,133,94.30451127819549,9,2,0
2015-09-10,61,97.86655737704918,9,3,0
2015-09-11,129,89.49077519379844,9,4,0
2015-09-12,99,75.08939393939394,9,5,1
2015-09-13,51,97.4592156862745,9,6,1
2015-09-14,110,95.63436363636364,9,0,0
2015-09-15,79,99.64012658227848,9,1,0
2015-09-16,116,86.52594827586208,9,2,0
2015-09-17,129,84.04767441860464,9,3,0
2015-09-18,135,103.49637037037037,9,4,0
2015-09-19,115,99.38521739130434,9,5,1
2015-09-20,84,95.84678571428572,9,6,1
2015-09-21,143,93.28076923076922,9,0,0
2015-09-22,85,105.43258823529412,9,1,0
2015-09-23,108,124.0012037037037,9,2,0
2015-09-24,93,97.4215053763441,9,3,0
2015-09-25,149,149.25046979865772,9,4,0
2015-09-26,82,135.4431707317073,9,5,1
2015-09-27,50,114.76440000000001,9,6,1
2015-09-28,63,105.0779365079365,9,0,0
2015-09-29,63,76.3315873015873,9,1,0
2015-09-30,102,90.72,9,2,0
2015-10-01,85,90.6629411764706,10,3,0
2015-10-02,177,95.76305084745763,10,4,0
2015-10-03,58,79.84827586206896,10,5,1
2015-10-04,112,84.73785714285714,10,6,1
2015-10-05,108,91.98351851851851,10,0,0
2015-10-06,106,87.10858490566038,10,1,0
2015-10-07,126,85.58507936507937,10,2,0
2015-10-08,81,67.3425925925926,10,3,0
2015-10-09,131,96.24740458015268,10,4,0
2015-10-10,125,74.67688000000001,10,5,1
2015-10-11,67,79.82402985074627,10,6,1
2015-10-12,154,76.23818181818181,10,0,0
2015-10-13,87,81.59252873563219,10,1,0
2015-10-14,66,72.14318181818182,10,2,0
2015-10-15,180,73.12922222222223,10,3,0
2015-10-16,129,95.30015503875968,10,4,0
2015-10-17,60,77.27016666666667,10,5,1
2015-10-18,97,79.31061855670103,10,6,1
2015-10-19,166,80.07493975903614,10,0,0
2015-10-20,93,96.55096774193548,10,1,0
2015-10-21,85,82.84258823529412,10,2,0
2015-10-22,74,77.63094594594595,10,3,0
2015-10-23,79,79.226582278481,10,4,0
2015-10-24,61,92.83491803278689,10,5,1
2015-10-25,135,83.66162962962963,10,6,1
2015-10-26,59,75.96000000000001,10,0,0
2015-10-27,50,69.1588,10,1,0
2015-10-28,133,82.8348120300752,10,2,0
2015-10-29,76,76.38736842105263,10,3,0
2015-10-30,67,67.19537313432836,10,4,0
2015-10-31,91,62.44549450549451,10,5,1
2015-11-01,49,62.58387755102041,11,6,1
2015-11-02,55,59.37527272727272,11,0,0
2015-11-03,63,53.74063492063492,11,1,0
2015-11-04,44,71.7475,11,2,0
2015-11-05,51,71.6978431372549,11,3,0
2015-11-06,83,65.75530120481928,11,4,0
2015-11-07,77,54.81623376623377,11,5,1
2015-11-08,44,60.29363636363637,11,6,1
2015-11-09,44,63.35136363636364,11,0,0
2015-11-10,36,67.66666666666667,11,1,0
2015-11-11,49,65.61857142857143,11,2,0
2015-11-12,44,59.63977272727273,11,3,0
2015-11-13,26,72.67384615384616,11,4,0
2015-11-14,32,74.4875,11,5,1
2015-11-15,23,61.60347826086957,11,6,1
2015-11-16,56,49.03410714285714,11,0,0
2015-11-17,73,57.42643835616438,11,1,0
2015-11-18,161,62.78670807453416,11,2,0
2015-11-19,44,61.213863636363634,11,3,0
2015-11-20,126,69.18396825396826,11,4,0
2015-11-21,79,47.03544303797469,11,5,1
2015-11-22,36,63.038333333333334,11,6,1
2015-11-23,136,66.11257352941176,11,0,0
2015-11-24,62,57.957258064516125,11,1,0
2015-11-25,42,50.33047619047619,11,2,0
2015-11-26,47,54.30808510638298,11,3,0
2015-11-27,105,58.25066666666666,11,4,0
2015-11-28,45,54.66355555555556,11,5,1
2015-11-29,15,65.96666666666667,11,6,1
2015-11-30,46,44.50608695652174,11,0,0
2015-12-01,42,51.705000000000005,12,1,0
2015-12-02,49,53.648163265306124,12,2,0
2015-12-03,59,55.24305084745763,12,3,0
2015-12-04,74,77.80527027027027,12,4,0
2015-12-05,247,71.44336032388664,12,5,1
2015-12-06,44,74.0559090909091,12,6,1
2015-12-07,21,54.10285714285715,12,0,0
2015-12-08,22,57.04636363636364,12,1,0
2015-12-09,64,54.68125,12,2,0
2015-12-10,48,54.28666666666667,12,3,0
2015-12-11,29,66.7896551724138,12,4,0
2015-12-12,39,62.64307692307692,12,5,1
2015-12-13,14,48.72785714285715,12,6,1
2015-12-14,34,48.764117647058825,12,0,0
2015-12-15,25,53.2324,12,1,0
2015-12-16,35,56.05828571428572,12,2,0
2015-12-17,39,54.162564102564104,12,3,0
2015-12-18,41,67.08487804878048,12,4,0
2015-12-19,53,63.759433962264154,12,5,1
2015-12-20,28,59.8925,12,6,1
2015-12-21,38,57.19157894736843,12,0,0
2015-12-22,53,54.370943396226416,12,1,0
2015-12-23,51,71.42960784313725,12,2,0
2015-12-24,63,67.33857142857143,12,3,0
2015-12-25,38,61.90105263157894,12,4,0
2015-12-26,83,74.39963855421686,12,5,1
2015-12-27,83,76.78626506024096,12,6,1
2015-12-28,69,87.25884057971014,12,0,0
2015-12-29,101,90.32653465346534,12,1,0
2015-12-30,160,138.310875,12,2,0
2015-12-31,81,118.28999999999999,12,3,0
2016-01-01,33,92.8790909090909,1,4,0
2016-01-02,119,82.00932773109244,1,5,1
2016-01-03,44,57.32454545454545,1,6,1
2016-01-04,64,67.5096875,1,0,0
2016-01-05,35,57.154,1,1,0
2016-01-06,44,65.7109090909091,1,2,0
2016-01-07,39,58.55564102564103,1,3,0
2016-01-08,45,61.88688888888888,1,4,0
2016-01-09,39,57.07128205128205,1,5,1
